ID,Fecha,Metodo_Pago,ID_Cliente,Total
VTA-0000067,2026-03-20,YAPE,1,2.0
VTA-0000068,2026-03-20,YAPE,1,6.5
VTA-0000069,2026-03-20,YAPE,1,1.5
VTA-0000070,2026-03-20,EFECTIVO,1,6.5
VTA-0000071,2026-03-20,EFECTIVO,1,1.0
VTA-0000072,2026-03-22,EFECTIVO,1,1.6
VTA-0000073,2026-03-22,EFECTIVO,1,21.0
VTA-0000074,2026-03-23,EFECTIVO,1,2.8
VTA-0000075,2026-03-23,YAPE,1,1.0
VTA-0000076,2026-03-23,EFECTIVO,1,5.0
VTA-0000077,2026-03-23,EFECTIVO,1,4.2
VTA-0000078,2026-03-23,EFECTIVO,1,8.0
VTA-0000079,2026-03-23,YAPE,1,3.0
VTA-0000080,2026-03-23,YAPE,1,1.0
VTA-0000081,2026-03-23,YAPE,1,5.2
VTA-0000082,2026-03-23,YAPE,1,10.5
VTA-0000083,2026-03-23,EFECTIVO,1,1.0
VTA-0000084,2026-03-23,EFECTIVO,1,3.5
VTA-0000085,2026-03-23,EFECTIVO,1,1.0
VTA-0000086,2026-03-23,EFECTIVO,1,1.0
VTA-0000087,2026-03-23,YAPE,1,2.5
VTA-0000088,2026-03-23,YAPE,1,9.0
VTA-0000089,2026-03-24,YAPE,1,3.1
VTA-0000090,2026-03-24,EFECTIVO,1,5.0
VTA-0000091,2026-03-24,EFECTIVO,1,5.0
VTA-0000092,2026-03-24,EFECTIVO,1,4.5
VTA-0000093,2026-03-24,EFECTIVO,1,2.5
VTA-0000094,2026-03-24,EFECTIVO,1,4.0
VTA-0000095,2026-03-24,EFECTIVO,1,3.2
VTA-0000096,2026-03-24,YAPE,1,2.1
VTA-0000097,2026-03-24,EFECTIVO,1,2.0
VTA-0000098,2026-03-24,EFECTIVO,1,8.1
VTA-0000099,2026-03-24,EFECTIVO,1,0.5
VTA-0000100,2026-03-25,EFECTIVO,1,4.0
VTA-0000101,2026-03-25,EFECTIVO,1,1.0
VTA-0000102,2026-03-25,EFECTIVO,1,0.5
VTA-0000103,2026-03-25,EFECTIVO,1,3.0
VTA-0000104,2026-03-25,EFECTIVO,1,4.2
VTA-0000105,2026-03-25,EFECTIVO,1,4.1
VTA-0000106,2026-03-25,EFECTIVO,1,1.9
VTA-0000107,2026-03-25,EFECTIVO,1,1.0
VTA-0000108,2026-03-25,EFECTIVO,1,1.0
VTA-0000109,2026-03-25,EFECTIVO,1,10.5
VTA-0000110,2026-03-25,EFECTIVO,1,20.1
VTA-0000111,2026-03-26,EFECTIVO,1,2.0
VTA-0000112,2026-03-26,EFECTIVO,1,0.5
VTA-0000113,2026-03-26,EFECTIVO,1,2.0
VTA-0000114,2026-03-26,YAPE,1,1.2
VTA-0000115,2026-03-26,YAPE,1,1.0
VTA-0000116,2026-03-26,EFECTIVO,1,0.6
VTA-0000117,2026-03-26,EFECTIVO,1,1.0
VTA-0000118,2026-03-26,EFECTIVO,1,2.0
VTA-0000119,2026-03-26,EFECTIVO,1,0.5
VTA-0000120,2026-03-26,YAPE,1,8.0
VTA-0000121,2026-03-26,EFECTIVO,1,3.3
VTA-0000122,2026-03-26,EFECTIVO,1,1.0
VTA-0000123,2026-03-26,EFECTIVO,1,1.0
VTA-0000124,2026-03-26,EFECTIVO,1,1.0
VTA-0000125,2026-03-26,EFECTIVO,1,14.0
VTA-0000126,2026-03-26,EFECTIVO,1,32.2
VTA-0000127,2026-03-26,YAPE,1,108.9
VTA-0000128,2026-03-26,EFECTIVO,1,2.0
VTA-0000129,2026-03-27,EFECTIVO,1,1.5
VTA-0000130,2026-03-27,EFECTIVO,1,1.3
VTA-0000131,2026-03-27,EFECTIVO,1,1.4
VTA-0000132,2026-03-27,EFECTIVO,1,0.4
VTA-0000133,2026-03-27,YAPE,1,0.5
VTA-0000134,2026-03-27,YAPE,1,0.5
VTA-0000135,2026-03-27,EFECTIVO,1,2.0
VTA-0000136,2026-03-27,EFECTIVO,1,6.5
VTA-0000137,2026-03-27,EFECTIVO,1,4.0
VTA-0000138,2026-03-28,EFECTIVO,1,1.0
VTA-0000139,2026-03-30,EFECTIVO,1,4.2
VTA-0000140,2026-03-30,EFECTIVO,1,3.8
VTA-0000141,2026-03-30,EFECTIVO,1,8.0
VTA-0000142,2026-03-30,YAPE,1,1.5
VTA-0000143,2026-03-30,EFECTIVO,1,1.0
VTA-0000144,2026-03-30,EFECTIVO,1,1.5
VTA-0000145,2026-03-30,EFECTIVO,1,1.0
VTA-0000146,2026-03-30,EFECTIVO,1,1.0
VTA-0000147,2026-03-31,YAPE,1,4.2
VTA-0000148,2026-03-31,YAPE,1,0.5
VTA-0000149,2026-03-31,EFECTIVO,1,0.1
VTA-0000150,2026-03-31,YAPE,1,1.0
VTA-0000151,2026-03-31,YAPE,1,1.0
VTA-0000152,2026-03-31,EFECTIVO,1,1.0
VTA-0000153,2026-03-31,EFECTIVO,1,1.5
VTA-0000154,2026-03-31,EFECTIVO,1,0.8
VTA-0000155,2026-03-31,YAPE,1,5.0
VTA-0000156,2026-03-31,EFECTIVO,1,2.1
VTA-0000157,2026-01-04,EFECTIVO,1,9.0
VTA-0000158,2026-01-04,EFECTIVO,1,1.1
VTA-0000159,2026-01-04,EFECTIVO,1,6.3
VTA-0000160,2026-01-04,EFECTIVO,1,8.0
VTA-0000161,2026-01-04,YAPE,1,3.2
VTA-0000162,2026-01-04,YAPE,1,10.5
VTA-0000163,2026-04-03,EFECTIVO,1,8.0
VTA-0000164,2026-04-06,YAPE,1,18.4
VTA-0000165,2026-04-06,YAPE,1,54.0
VTA-0000166,2026-04-06,EFECTIVO,1,5.5
VTA-0000167,2026-04-06,YAPE,1,1.5
VTA-0000168,2026-04-06,EFECTIVO,1,4.0
VTA-0000169,2026-04-06,EFECTIVO,1,0.4
VTA-0000170,2026-04-06,EFECTIVO,1,0.3
VTA-0000171,2026-04-06,YAPE,1,1.0
VTA-0000172,2026-04-06,EFECTIVO,1,3.1
VTA-0000173,2026-04-06,YAPE,1,6.5
VTA-0000174,2026-04-06,EFECTIVO,1,1.0
VTA-0000175,2026-04-06,YAPE,1,1.4
VTA-0000176,2026-04-06,EFECTIVO,1,5.1
VTA-0000177,2026-04-06,EFECTIVO,1,1.2
VTA-0000178,2026-04-06,YAPE,1,10.5
VTA-0000179,2026-04-06,EFECTIVO,1,8.8
VTA-0000180,2026-04-06,YAPE,1,22.0
VTA-0000181,2026-04-06,YAPE,1,2.0
VTA-0000182,2026-04-07,YAPE,1,6.5
VTA-0000183,2026-04-07,EFECTIVO,1,1.0
VTA-0000184,2026-04-07,YAPE,1,3.4
VTA-0000185,2026-07-04,EFECTIVO,1,1.0
VTA-0000186,2026-07-04,YAPE,1,3.2
VTA-0000187,2026-07-04,EFECTIVO,1,1.0
VTA-0000188,2026-07-04,YAPE,1,0.5
VTA-0000189,2026-07-04,EFECTIVO,1,3.6
VTA-0000190,2026-07-04,EFECTIVO,1,3.2
VTA-0000191,2026-07-04,EFECTIVO,1,2.0
VTA-0000192,2026-07-04,YAPE,1,0.2
VTA-0000193,2026-07-04,EFECTIVO,1,0.5
VTA-0000194,2026-07-04,EFECTIVO,1,0.5
VTA-0000195,2026-07-04,EFECTIVO,1,10.0
VTA-0000196,2026-07-04,EFECTIVO,1,1.5
VTA-0000197,2026-08-04,EFECTIVO,1,3.5
VTA-0000198,2026-08-04,EFECTIVO,1,1.0
VTA-0000199,2026-08-04,YAPE,1,1.1
VTA-0000200,2026-08-04,YAPE,1,1.0
VTA-0000201,2026-08-04,EFECTIVO,1,0.7
VTA-0000202,2026-08-04,EFECTIVO,1,5.4
VTA-0000203,2026-08-04,EFECTIVO,1,1.4
VTA-0000204,2026-08-04,YAPE,1,30.0
VTA-0000205,2026-09-04,YAPE,1,1.5
VTA-0000206,2026-09-04,EFECTIVO,1,1.0
VTA-0000207,2026-09-04,EFECTIVO,1,1.2
VTA-0000208,2026-09-04,EFECTIVO,1,0.5
VTA-0000209,2026-09-04,EFECTIVO,1,0.3
VTA-0000210,2026-09-04,EFECTIVO,1,1.2
VTA-0000211,2026-09-04,EFECTIVO,1,0.8
VTA-0000212,2026-09-04,EFECTIVO,1,0.3
VTA-0000213,2026-09-04,YAPE,1,1.8
VTA-0000214,2026-09-04,EFECTIVO,1,1.4
VTA-0000215,2026-09-04,EFECTIVO,1,0.5
VTA-0000216,2026-09-04,EFECTIVO,1,5.2
VTA-0000217,2026-09-04,EFECTIVO,1,2.8
VTA-0000218,2026-09-04,EFECTIVO,1,4.5
VTA-0000219,2026-09-04,EFECTIVO,1,1.0
VTA-0000220,2026-10-04,EFECTIVO,1,1.0
VTA-0000221,2026-10-04,EFECTIVO,1,1.5
VTA-0000222,2026-10-04,EFECTIVO,1,1.0
VTA-0000223,2026-10-04,EFECTIVO,1,1.0
VTA-0000224,2026-10-04,EFECTIVO,1,1.0
VTA-0000225,2026-10-04,EFECTIVO,1,1.0
VTA-0000226,2026-10-04,YAPE,1,1.0
VTA-0000227,2026-10-04,EFECTIVO,1,1.5
VTA-0000228,2026-10-04,EFECTIVO,1,1.0
VTA-0000229,2026-10-04,YAPE,1,6.0
VTA-0000230,2026-10-04,EFECTIVO,1,1.0
VTA-0000231,2026-10-04,EFECTIVO,1,0.7
VTA-0000232,2026-10-04,EFECTIVO,1,1.0
VTA-0000233,2026-12-04,EFECTIVO,1,2.0
VTA-0000234,2026-12-04,YAPE,1,0.7
VTA-0000235,2026-04-12,YAPE,1,12.0
VTA-0000236,2026-04-12,YAPE,1,4.0
VTA-0000237,2026-04-13,EFECTIVO,1,2.0
VTA-0000238,2026-04-13,EFECTIVO,1,1.0
VTA-0000239,2026-04-13,EFECTIVO,1,2.0
VTA-0000240,2026-04-13,EFECTIVO,1,2.0
VTA-0000241,2026-04-13,YAPE,1,1.0
VTA-0000242,2026-04-13,EFECTIVO,1,2.0
VTA-0000243,2026-04-13,EFECTIVO,1,1.0
VTA-0000244,2026-04-13,EFECTIVO,1,5.0
VTA-0000245,2026-04-13,EFECTIVO,1,2.7
VTA-0000246,2026-04-13,EFECTIVO,1,6.7
VTA-0000247,2026-04-13,YAPE,1,39.5
VTA-0000248,2026-04-13,YAPE,1,7.0
VTA-0000249,2026-04-13,EFECTIVO,1,1.0
VTA-0000250,2026-04-13,EFECTIVO,1,1.0
VTA-0000251,2026-04-13,EFECTIVO,1,2.0
VTA-0000252,2026-04-13,YAPE,1,4.0
VTA-0000253,2026-04-13,YAPE,1,25.0
VTA-0000254,2026-04-14,EFECTIVO,1,6.5
VTA-0000255,2026-04-14,EFECTIVO,1,2.5
VTA-0000256,2026-04-14,YAPE,1,6.0
VTA-0000257,2026-04-14,EFECTIVO,1,6.6
VTA-0000258,2026-04-14,EFECTIVO,1,6.2
VTA-0000259,2026-04-14,EFECTIVO,1,3.7
VTA-0000260,2026-04-14,EFECTIVO,1,0.5
VTA-0000261,2026-04-14,YAPE,1,5.0
VTA-0000262,2026-04-14,YAPE,1,2.0
VTA-0000263,2026-04-14,YAPE,1,7.0
VTA-0000264,2026-04-14,YAPE,1,1.2
VTA-0000265,2026-04-14,EFECTIVO,1,1.2
VTA-0000266,2026-04-14,EFECTIVO,1,2.0
VTA-0000267,2026-04-15,EFECTIVO,1,1.0
VTA-0000268,2026-04-15,EFECTIVO,1,5.0
VTA-0000269,2026-04-15,EFECTIVO,1,1.5
VTA-0000270,2026-04-15,EFECTIVO,1,5.5
VTA-0000271,2026-04-15,EFECTIVO,1,2.0
VTA-0000272,2026-04-15,YAPE,1,9.9
VTA-0000273,2026-04-15,YAPE,1,5.0
VTA-0000274,2026-04-16,EFECTIVO,1,3.6
VTA-0000275,2026-04-16,EFECTIVO,1,7.2
VTA-0000276,2026-04-17,EFECTIVO,1,6.5
VTA-0000277,2026-04-17,YAPE,1,3.5
VTA-0000278,2026-04-17,YAPE,1,8.0
VTA-0000279,2026-04-17,EFECTIVO,1,1.7
VTA-0000280,2026-04-17,EFECTIVO,1,1.3
VTA-0000281,2026-04-17,YAPE,1,3.0
VTA-0000282,2026-04-17,EFECTIVO,1,3.0
VTA-0000283,2026-04-17,EFECTIVO,1,1.5
VTA-0000284,2026-04-18,EFECTIVO,1,0.2
VTA-0000285,2026-04-18,YAPE,1,10.0
VTA-0000286,2026-04-18,YAPE,1,12.0
VTA-0000287,2026-04-18,YAPE,1,12.0
VTA-0000288,2026-04-18,YAPE,1,4.0
VTA-0000289,2026-04-18,YAPE,1,4.0
VTA-0000290,2026-04-18,YAPE,1,4.0
VTA-0000291,2026-04-18,YAPE,1,2.0
VTA-0000292,2026-04-18,YAPE,1,2.0
VTA-0000293,2026-04-18,YAPE,1,6.5
VTA-0000294,2026-04-18,YAPE,1,4.0
VTA-0000295,2026-04-18,YAPE,1,16.0
VTA-0000296,2026-04-18,YAPE,1,4.0
VTA-0000297,2026-04-18,YAPE,1,5.0
VTA-0000298,2026-04-18,YAPE,1,1.0
VTA-0000299,2026-04-18,YAPE,1,2.6
VTA-0000300,2026-04-18,YAPE,1,1.2
VTA-0000301,2026-04-18,YAPE,1,1.0
VTA-0000302,2026-04-18,YAPE,1,15.0
VTA-0000303,2026-04-18,YAPE,1,2.0
VTA-0000304,2026-04-18,YAPE,1,3.0
VTA-0000305,2026-04-18,YAPE,1,7.0
VTA-0000306,2026-04-18,EFECTIVO,1,188.2
VTA-0000307,2026-04-20,EFECTIVO,1,1.0
VTA-0000308,2026-04-20,EFECTIVO,1,1.0
VTA-0000309,2026-04-20,YAPE,1,1.0
VTA-0000310,2026-04-20,EFECTIVO,1,1.0
VTA-0000311,2026-04-20,EFECTIVO,1,7.0
VTA-0000312,2026-04-20,EFECTIVO,1,1.0
VTA-0000313,2026-04-20,EFECTIVO,1,1.0
VTA-0000314,2026-04-20,EFECTIVO,1,1.0
VTA-0000315,2026-04-20,YAPE,1,3.0
VTA-0000316,2026-04-20,EFECTIVO,1,2.0
VTA-0000317,2026-04-20,EFECTIVO,1,9.3
VTA-0000318,2026-04-20,EFECTIVO,1,1.5
VTA-0000319,2026-04-20,EFECTIVO,1,1.0
VTA-0000320,2026-04-20,EFECTIVO,1,12.0
VTA-0000321,2026-04-20,YAPE,1,4.0
VTA-0000322,2026-04-20,YAPE,1,1.0
VTA-0000323,2026-04-20,EFECTIVO,1,1.6
VTA-0000324,2026-04-21,EFECTIVO,1,1.0
VTA-0000325,2026-04-21,YAPE,1,1.0
VTA-0000326,2026-04-21,EFECTIVO,1,7.0
VTA-0000327,2026-04-21,EFECTIVO,1,1.5
VTA-0000328,2026-04-21,EFECTIVO,1,1.0
VTA-0000329,2026-04-21,YAPE,1,3.9
VTA-0000330,2026-04-21,YAPE,1,0.1
VTA-0000331,2026-04-21,YAPE,1,0.1
VTA-0000332,2026-04-21,YAPE,1,1.2
VTA-0000333,2026-04-21,EFECTIVO,1,5.0
VTA-0000334,2026-04-21,EFECTIVO,1,6.3
VTA-0000335,2026-04-21,EFECTIVO,1,2.8
VTA-0000336,2026-04-21,EFECTIVO,1,0.4
VTA-0000337,2026-04-21,EFECTIVO,1,4.0
VTA-0000338,2026-04-21,YAPE,1,3.5
VTA-0000339,2026-04-21,EFECTIVO,1,1.0
VTA-0000340,2026-04-21,YAPE,1,2.0
VTA-0000341,2026-04-21,EFECTIVO,1,4.2
VTA-0000342,2026-04-21,EFECTIVO,1,1.0
VTA-0000343,2026-04-22,YAPE,1,2.5
VTA-0000344,2026-04-22,EFECTIVO,1,2.0
VTA-0000345,2026-04-22,EFECTIVO,1,2.0
VTA-0000346,2026-04-22,YAPE,1,3.0
VTA-0000347,2026-04-22,EFECTIVO,1,4.0
VTA-0000348,2026-04-22,EFECTIVO,1,4.0
VTA-0000349,2026-04-22,EFECTIVO,1,3.0
VTA-0000350,2026-04-22,EFECTIVO,1,4.0
VTA-0000351,2026-04-22,EFECTIVO,1,1.0
VTA-0000352,2026-04-22,YAPE,1,9.3
VTA-0000353,2026-04-22,EFECTIVO,1,8.5
VTA-0000354,2026-04-22,EFECTIVO,1,2.0
VTA-0000355,2026-04-22,EFECTIVO,1,1.5
VTA-0000356,2026-04-22,EFECTIVO,1,2.0
VTA-0000357,2026-04-22,EFECTIVO,1,2.9
VTA-0000358,2026-04-22,YAPE,1,1.0
VTA-0000359,2026-04-22,YAPE,1,1.0
VTA-0000360,2026-04-22,EFECTIVO,1,2.0
VTA-0000361,2026-04-22,YAPE,1,2.0
VTA-0000362,2026-04-23,YAPE,1,3.0
VTA-0000363,2026-04-23,YAPE,1,1.2
VTA-0000364,2026-04-23,YAPE,1,1.5
VTA-0000365,2026-04-23,EFECTIVO,1,0.6
VTA-0000366,2026-04-23,EFECTIVO,1,4.8
VTA-0000367,2026-04-23,EFECTIVO,1,69.0
VTA-0000368,2026-04-23,YAPE,1,2.4
VTA-0000369,2026-04-23,EFECTIVO,1,1.0
VTA-0000370,2026-04-23,EFECTIVO,1,2.0
VTA-0000371,2026-04-23,EFECTIVO,1,1.0
VTA-0000372,2026-04-23,YAPE,1,3.0
VTA-0000373,2026-04-23,EFECTIVO,1,3.0
VTA-0000374,2026-04-23,EFECTIVO,1,96.0
VTA-0000375,2026-04-24,EFECTIVO,1,1.0
VTA-0000376,2026-04-24,EFECTIVO,1,2.0
VTA-0000377,2026-04-24,YAPE,1,2.0
VTA-0000378,2026-04-24,YAPE,1,1.0
VTA-0000379,2026-04-24,YAPE,1,1.0
VTA-0000380,2026-04-24,EFECTIVO,1,2.0
VTA-0000381,2026-04-27,YAPE,1,0.6
VTA-0000382,2026-04-27,EFECTIVO,1,2.5
VTA-0000383,2026-04-27,EFECTIVO,1,2.2
VTA-0000384,2026-04-27,EFECTIVO,1,4.7
VTA-0000385,2026-04-27,YAPE,1,20.0
VTA-0000386,2026-04-27,EFECTIVO,1,0.6
VTA-0000387,2026-04-28,EFECTIVO,1,3.0
VTA-0000388,2026-04-28,YAPE,1,5.3
VTA-0000389,2026-04-28,YAPE,1,1.5
VTA-0000390,2026-04-28,EFECTIVO,1,3.0
VTA-0000391,2026-04-28,EFECTIVO,1,3.0
VTA-0000392,2026-04-28,EFECTIVO,1,3.3
VTA-0000393,2026-04-28,EFECTIVO,1,1.0
VTA-0000394,2026-04-28,EFECTIVO,1,2.0
VTA-0000395,2026-04-28,EFECTIVO,1,2.0
VTA-0000396,2026-04-29,YAPE,1,2.0
VTA-0000397,2026-04-29,YAPE,1,2.0
VTA-0000398,2026-04-29,EFECTIVO,1,4.4
VTA-0000399,2026-04-29,EFECTIVO,1,1.0
VTA-0000400,2026-04-29,EFECTIVO,1,3.8
VTA-0000401,2026-04-29,EFECTIVO,1,1.5
VTA-0000402,2026-04-29,EFECTIVO,1,2.5
VTA-0000403,2026-04-29,EFECTIVO,1,1.0
VTA-0000404,2026-04-30,YAPE,1,5.0
VTA-0000405,2026-04-30,YAPE,1,0.1
VTA-0000406,2026-04-30,EFECTIVO,1,1.0
VTA-0000407,2026-04-30,EFECTIVO,1,3.4
VTA-0000408,2026-04-30,EFECTIVO,1,1.5
VTA-0000409,2026-01-05,YAPE,1,17.9
VTA-0000410,2026-01-05,YAPE,1,75.5
VTA-0000411,2026-05-04,EFECTIVO,1,4.0
VTA-0000412,2026-05-04,EFECTIVO,1,3.0
VTA-0000413,2026-05-04,EFECTIVO,1,3.0
VTA-0000414,2026-05-04,EFECTIVO,1,3.0
VTA-0000415,2026-05-04,EFECTIVO,1,2.0
VTA-0000416,2026-05-04,YAPE,1,1.0
VTA-0000417,2026-05-04,YAPE,1,3.0
VTA-0000418,2026-05-04,YAPE,1,6.5
VTA-0000419,2026-05-04,YAPE,1,4.6
VTA-0000420,2026-05-04,EFECTIVO,1,7.3
VTA-0000421,2026-05-04,EFECTIVO,1,4.0
VTA-0000422,2026-05-04,YAPE,1,6.0
VTA-0000423,2026-05-04,EFECTIVO,1,1.0
VTA-0000424,2026-05-04,EFECTIVO,1,0.5
VTA-0000425,2026-05-04,EFECTIVO,1,2.0
VTA-0000426,2026-05-05,YAPE,1,3.0
VTA-0000427,2026-05-05,EFECTIVO,1,1.2
VTA-0000428,2026-05-05,EFECTIVO,1,4.0
VTA-0000429,2026-05-05,EFECTIVO,1,2.0
VTA-0000430,2026-05-05,EFECTIVO,1,3.0
VTA-0000431,2026-05-05,EFECTIVO,1,1.0
VTA-0000432,2026-05-05,EFECTIVO,1,1.0
VTA-0000433,2026-05-05,EFECTIVO,1,6.0
VTA-0000434,2026-05-05,EFECTIVO,1,22.5
VTA-0000435,2026-05-05,EFECTIVO,1,0.5
VTA-0000436,2026-05-05,YAPE,1,1.5
VTA-0000437,2026-05-05,YAPE,1,2.0
VTA-0000438,2026-05-05,EFECTIVO,1,4.1
VTA-0000439,2026-05-05,EFECTIVO,1,6.3
VTA-0000440,2026-05-05,YAPE,1,9.0
VTA-0000441,2026-05-05,EFECTIVO,1,2.2
VTA-0000442,2026-05-05,EFECTIVO,1,1.2
VTA-0000443,2026-05-05,EFECTIVO,1,1.0
VTA-0000444,2026-06-05,EFECTIVO,1,0.5
VTA-0000445,2026-06-05,YAPE,1,3.0
VTA-0000446,2026-06-05,YAPE,1,4.5
VTA-0000447,2026-06-05,EFECTIVO,1,0.5
VTA-0000448,2026-06-05,EFECTIVO,1,3.0
VTA-0000449,2026-06-05,EFECTIVO,1,0.5
VTA-0000450,2026-06-05,EFECTIVO,1,2.0
VTA-0000451,2026-06-05,EFECTIVO,1,1.4
VTA-0000452,2026-06-05,YAPE,1,4.0
VTA-0000453,2026-06-05,EFECTIVO,1,6.0
VTA-0000454,2026-06-05,EFECTIVO,1,2.0
VTA-0000455,2026-06-05,EFECTIVO,1,3.2
VTA-0000456,2026-06-05,YAPE,1,8.0
VTA-0000457,2026-06-05,YAPE,1,2.0
VTA-0000458,2026-06-05,EFECTIVO,1,4.0
VTA-0000459,2026-07-05,EFECTIVO,1,1.0
VTA-0000460,2026-07-05,YAPE,1,0.2
VTA-0000461,2026-07-05,EFECTIVO,1,6.0
VTA-0000462,2026-07-05,YAPE,1,1.0
VTA-0000463,2026-07-05,YAPE,1,1.0
VTA-0000464,2026-07-05,EFECTIVO,1,1.8
VTA-0000465,2026-07-05,EFECTIVO,1,3.2
VTA-0000466,2026-07-05,EFECTIVO,1,1.0
VTA-0000467,2026-08-05,YAPE,1,8.0
VTA-0000468,2026-08-05,EFECTIVO,1,2.0
VTA-0000469,2026-08-05,EFECTIVO,1,4.0
VTA-0000470,2026-08-05,YAPE,1,2.5
VTA-0000471,2026-08-05,YAPE,1,2.0
VTA-0000472,2026-11-05,EFECTIVO,1,2.0
VTA-0000473,2026-11-05,EFECTIVO,1,2.0
VTA-0000474,2026-11-05,EFECTIVO,1,1.0
VTA-0000475,2026-11-05,EFECTIVO,1,0.5
VTA-0000476,2026-11-05,EFECTIVO,1,3.0
VTA-0000477,2026-11-05,EFECTIVO,1,3.0
VTA-0000478,2026-11-05,EFECTIVO,1,2.0
VTA-0000479,2026-11-05,YAPE,1,7.3
VTA-0000480,2026-11-05,EFECTIVO,1,1.2
VTA-0000481,2026-11-05,EFECTIVO,1,1.0
VTA-0000482,2026-05-12,EFECTIVO,1,6.5
VTA-0000483,2026-05-12,EFECTIVO,1,3.0
VTA-0000484,2026-05-12,EFECTIVO,1,3.0
VTA-0000485,2026-05-12,EFECTIVO,1,0.6
VTA-0000486,2026-05-12,EFECTIVO,1,3.0
VTA-0000487,2026-05-12,EFECTIVO,1,4.3
VTA-0000488,2026-05-12,EFECTIVO,1,2.5
VTA-0000489,2026-05-12,YAPE,1,2.0
VTA-0000490,2026-05-12,EFECTIVO,1,4.0
VTA-0000491,2026-05-13,YAPE,1,1.5
VTA-0000492,2026-05-13,EFECTIVO,1,3.0
VTA-0000493,2026-05-13,EFECTIVO,1,8.6
VTA-0000494,2026-05-13,EFECTIVO,1,4.0
VTA-0000495,2026-05-13,EFECTIVO,1,3.0
VTA-0000496,2026-05-13,YAPE,1,8.0
VTA-0000497,2026-05-13,YAPE,1,2.5
